sample_id,collection_event_id,source_id,ecozone,province,district,ward,locality_description,land_tenure,gps_latitude,gps_longitude,gps_precision_m,location_masked,altitude_m,sample_type,collection_depth_cm,local_name,local_name_language,scientific_name,taxon_confidence,voucher_specimen_ref,collection_date,season,soil_ph,temperature_celsius,rainfall_prior_30d_mm,canopy_cover_pct,collector_id,preservation_method,minutes_to_preservation,processing_lab,chain_of_custody_ref,heritage_use_ref,consent_reference,nba_permit_ref,access_permit_ref,sequencing_status,lc_ms_status,data_sensitivity,created_at,record_status
ZW-SMP-2026-091,CE-2026-091,ZW-SRC-003,Zvishavane,Midlands,Gokwe,W04,,communal,-17.95,28.75,5000,1,1655,bark,,Munzviru,sn,Vangueria infausta,herbarium_confirmed,HERB-ZW-2026-0091,2026-11-17,dry,6.2,24.5,15.0,50,COL-003,silica_gel,25,MOBILE-LEC-01,COC-2026-0091,ZW-TK-2026-041,FPIC-ZW-2026-C041,NBA-ZW-2026-014,,complete,complete,public,2026-11-17T14:00:00+02:00,active
ZW-SMP-2026-092,CE-2026-092,ZW-SRC-003,Zvishavane,Midlands,Gokwe,W04,,communal,-17.94,28.75,5000,1,1660,plant_tissue,,Muvazvi,sn,Hoslundia opposita,herbarium_confirmed,HERB-ZW-2026-0092,2026-11-18,wet,6.2,24.5,15.0,50,COL-003,silica_gel,25,MOBILE-LEC-01,COC-2026-0092,ZW-TK-2026-042,FPIC-ZW-2026-C042,NBA-ZW-2026-014,,complete,complete,public,2026-11-18T14:00:00+02:00,active
ZW-SMP-2026-093,CE-2026-093,ZW-SRC-003,Zvishavane,Midlands,Gokwe,W04,,communal,-17.94,28.74,5000,1,1665,soil,10,,,,,,2026-11-19,dry,6.2,24.5,15.0,50,COL-003,flash_frozen,25,MOBILE-LEC-01,COC-2026-0093,ZW-TK-2026-043,FPIC-ZW-2026-C043,NBA-ZW-2026-014,,complete,complete,public,2026-11-19T14:00:00+02:00,active
ZW-SMP-2026-094,CE-2026-094,ZW-SRC-003,Zvishavane,Midlands,Gokwe,W04,,communal,-17.94,28.74,5000,1,1670,bark,,Umgonondo,nd,Terminalia phanerophlebia,herbarium_confirmed,HERB-ZW-2026-0094,2026-11-20,wet,6.2,24.5,15.0,50,COL-003,silica_gel,25,MOBILE-LEC-01,COC-2026-0094,ZW-TK-2026-044,FPIC-ZW-2026-C044,NBA-ZW-2026-014,,complete,complete,public,2026-11-20T14:00:00+02:00,active
ZW-SMP-2026-095,CE-2026-095,ZW-SRC-003,Zvishavane,Midlands,Gokwe,W04,,communal,-17.93,28.74,5000,1,1675,plant_tissue,,Mutowa,sn,Diplorhynchus condylocarpon,herbarium_confirmed,HERB-ZW-2026-0095,2026-11-21,dry,6.2,24.5,15.0,50,COL-003,silica_gel,25,MOBILE-LEC-01,COC-2026-0095,ZW-TK-2026-045,FPIC-ZW-2026-C045,NBA-ZW-2026-014,,complete,complete,public,2026-11-21T14:00:00+02:00,active
ZW-SMP-2026-096,CE-2026-096,ZW-SRC-003,Zvishavane,Midlands,Gokwe,W04,,communal,-17.93,28.74,5000,1,1680,soil,10,,,,,,2026-11-22,wet,6.2,24.5,15.0,50,COL-003,flash_frozen,25,MOBILE-LEC-01,COC-2026-0096,ZW-TK-2026-046,FPIC-ZW-2026-C046,NBA-ZW-2026-014,,complete,complete,public,2026-11-22T14:00:00+02:00,active
ZW-SMP-2026-097,CE-2026-097,ZW-SRC-003,Zvishavane,Midlands,Gokwe,W04,,communal,-17.93,28.74,5000,1,1685,bark,,Umthathi,nd,Ptaeroxylon obliquum,herbarium_confirmed,HERB-ZW-2026-0097,2026-11-23,dry,6.2,24.5,15.0,50,COL-003,silica_gel,25,MOBILE-LEC-01,COC-2026-0097,ZW-TK-2026-047,FPIC-ZW-2026-C047,NBA-ZW-2026-014,,complete,complete,public,2026-11-23T14:00:00+02:00,active
ZW-SMP-2026-098,CE-2026-098,ZW-SRC-003,Zvishavane,Midlands,Gokwe,W04,,communal,-17.93,28.73,5000,1,1690,plant_tissue,,Mupiningura,sn,Euclea natalensis,herbarium_confirmed,HERB-ZW-2026-0098,2026-11-24,wet,6.2,24.5,15.0,50,COL-003,silica_gel,25,MOBILE-LEC-01,COC-2026-0098,ZW-TK-2026-048,FPIC-ZW-2026-C048,NBA-ZW-2026-014,,complete,complete,public,2026-11-24T14:00:00+02:00,active
ZW-SMP-2026-099,CE-2026-099,ZW-SRC-003,Zvishavane,Midlands,Gokwe,W04,,communal,-17.92,28.73,5000,1,1695,soil,10,,,,,,2026-11-25,dry,6.2,24.5,15.0,50,COL-003,flash_frozen,25,MOBILE-LEC-01,COC-2026-0099,ZW-TK-2026-049,FPIC-ZW-2026-C049,NBA-ZW-2026-014,,complete,complete,public,2026-11-25T14:00:00+02:00,active
ZW-SMP-2026-100,CE-2026-100,ZW-SRC-003,Zvishavane,Midlands,Gokwe,W04,,communal,-17.92,28.73,5000,1,1700,bark,,Mundari,sn,Gardenia volkensii,herbarium_confirmed,HERB-ZW-2026-0100,2026-11-01,wet,6.2,24.5,15.0,50,COL-003,silica_gel,25,MOBILE-LEC-01,COC-2026-0100,ZW-TK-2026-050,FPIC-ZW-2026-C050,NBA-ZW-2026-014,,complete,complete,public,2026-11-01T14:00:00+02:00,active
ZW-SMP-2026-101,CE-2026-101,ZW-SRC-003,Zvishavane,Midlands,Gokwe,W04,,communal,-17.92,28.73,5000,1,1705,plant_tissue,,Tsangamidzi,sn,Siphonochilus aethiopicus,herbarium_confirmed,HERB-ZW-2026-0101,2026-11-02,dry,6.2,24.5,15.0,50,COL-003,silica_gel,25,MOBILE-LEC-01,COC-2026-0101,ZW-TK-2026-001,FPIC-ZW-2026-C001,NBA-ZW-2026-014,,complete,complete,public,2026-11-02T14:00:00+02:00,active
ZW-SMP-2026-102,CE-2026-102,ZW-SRC-003,Zvishavane,Midlands,Gokwe,W04,,communal,-17.91,28.73,5000,1,1710,soil,10,,,,,,2026-11-03,wet,6.2,24.5,15.0,50,COL-003,flash_frozen,25,MOBILE-LEC-01,COC-2026-0102,ZW-TK-2026-002,FPIC-ZW-2026-C002,NBA-ZW-2026-014,,complete,complete,public,2026-11-03T14:00:00+02:00,active
ZW-SMP-2026-103,CE-2026-103,ZW-SRC-003,Zvishavane,Midlands,Gokwe,W04,,communal,-17.91,28.72,5000,1,1715,bark,,Tsangamidzi Yemukati,sn,Zingiber officinale,herbarium_confirmed,HERB-ZW-2026-0103,2026-11-04,dry,6.2,24.5,15.0,50,COL-003,silica_gel,25,MOBILE-LEC-01,COC-2026-0103,ZW-TK-2026-003,FPIC-ZW-2026-C003,NBA-ZW-2026-014,,complete,complete,public,2026-11-04T14:00:00+02:00,active
ZW-SMP-2026-104,CE-2026-104,ZW-SRC-003,Zvishavane,Midlands,Gokwe,W04,,communal,-17.91,28.72,5000,1,1720,plant_tissue,,Muranga,sn,Warburgia salutaris,herbarium_confirmed,HERB-ZW-2026-0104,2026-11-05,wet,6.2,24.5,15.0,50,COL-003,silica_gel,25,MOBILE-LEC-01,COC-2026-0104,ZW-TK-2026-004,FPIC-ZW-2026-C004,NBA-ZW-2026-014,,complete,complete,public,2026-11-05T14:00:00+02:00,active
ZW-SMP-2026-105,CE-2026-105,ZW-SRC-003,Zvishavane,Midlands,Gokwe,W04,,communal,-17.9,28.72,5000,1,1725,soil,10,,,,,,2026-11-06,dry,6.2,24.5,15.0,50,COL-003,flash_frozen,25,MOBILE-LEC-01,COC-2026-0105,ZW-TK-2026-005,FPIC-ZW-2026-C005,NBA-ZW-2026-014,,complete,complete,public,2026-11-06T14:00:00+02:00,active
