sample_id,collection_event_id,source_id,ecozone,province,district,ward,locality_description,land_tenure,gps_latitude,gps_longitude,gps_precision_m,location_masked,altitude_m,sample_type,collection_depth_cm,local_name,local_name_language,scientific_name,taxon_confidence,voucher_specimen_ref,collection_date,season,soil_ph,temperature_celsius,rainfall_prior_30d_mm,canopy_cover_pct,collector_id,preservation_method,minutes_to_preservation,processing_lab,chain_of_custody_ref,heritage_use_ref,consent_reference,nba_permit_ref,access_permit_ref,sequencing_status,lc_ms_status,data_sensitivity,created_at,record_status
ZW-SMP-2026-015,CE-2026-015,ZW-SRC-001,Eastern Highlands,Manicaland,Nyanga,W04,,communal,-19.73,32.91,5000,1,1275,soil,10,,,,,,2026-09-16,dry,6.2,24.5,15.0,50,COL-003,flash_frozen,25,MOBILE-LEC-01,COC-2026-0015,ZW-TK-2026-015,FPIC-ZW-2026-C015,NBA-ZW-2026-014,,complete,complete,public,2026-09-16T14:00:00+02:00,active
ZW-SMP-2026-016,CE-2026-016,ZW-SRC-001,Eastern Highlands,Manicaland,Chimanimani,W12,,communal,-19.72,32.91,5000,1,1280,bark,,Muunga,sn,Vachellia karroo,herbarium_confirmed,HERB-ZW-2026-0016,2026-09-17,wet,6.2,24.5,15.0,50,COL-003,silica_gel,25,MOBILE-LEC-01,COC-2026-0016,ZW-TK-2026-016,FPIC-ZW-2026-C016,NBA-ZW-2026-014,,complete,complete,public,2026-09-17T14:00:00+02:00,active
ZW-SMP-2026-017,CE-2026-017,ZW-SRC-001,Eastern Highlands,Manicaland,Nyanga,W04,,communal,-19.71,32.91,5000,1,1285,plant_tissue,,Mupfuti,sn,Brachystegia boehmii,herbarium_confirmed,HERB-ZW-2026-0017,2026-09-18,dry,6.2,24.5,15.0,50,COL-003,silica_gel,25,MOBILE-LEC-01,COC-2026-0017,ZW-TK-2026-017,FPIC-ZW-2026-C017,NBA-ZW-2026-014,,complete,complete,public,2026-09-18T14:00:00+02:00,active
ZW-SMP-2026-018,CE-2026-018,ZW-SRC-001,Eastern Highlands,Manicaland,Chimanimani,W12,,communal,-19.71,32.91,5000,1,1290,soil,10,,,,,,2026-09-19,wet,6.2,24.5,15.0,50,COL-003,flash_frozen,25,MOBILE-LEC-01,COC-2026-0018,ZW-TK-2026-018,FPIC-ZW-2026-C018,NBA-ZW-2026-014,,complete,complete,public,2026-09-19T14:00:00+02:00,active
ZW-SMP-2026-019,CE-2026-019,ZW-SRC-001,Eastern Highlands,Manicaland,Nyanga,W04,,communal,-19.71,32.92,5000,1,1295,bark,,Umgampondo,nd,Bauhinia thonningii,herbarium_confirmed,HERB-ZW-2026-0019,2026-09-20,dry,6.2,24.5,15.0,50,COL-003,silica_gel,25,MOBILE-LEC-01,COC-2026-0019,ZW-TK-2026-019,FPIC-ZW-2026-C019,NBA-ZW-2026-014,,complete,complete,public,2026-09-20T14:00:00+02:00,active
ZW-SMP-2026-020,CE-2026-020,ZW-SRC-001,Eastern Highlands,Manicaland,Chimanimani,W12,,communal,-19.7,32.92,5000,1,1300,plant_tissue,,Musasa,sn,Brachystegia spiciformis,herbarium_confirmed,HERB-ZW-2026-0020,2026-09-21,wet,6.2,24.5,15.0,50,COL-003,silica_gel,25,MOBILE-LEC-01,COC-2026-0020,ZW-TK-2026-020,FPIC-ZW-2026-C020,NBA-ZW-2026-014,,complete,complete,public,2026-09-21T14:00:00+02:00,active
ZW-SMP-2026-021,CE-2026-021,ZW-SRC-001,Eastern Highlands,Manicaland,Nyanga,W04,,communal,-19.7,32.92,5000,1,1305,soil,10,,,,,,2026-09-22,dry,6.2,24.5,15.0,50,COL-003,flash_frozen,25,MOBILE-LEC-01,COC-2026-0021,ZW-TK-2026-021,FPIC-ZW-2026-C021,NBA-ZW-2026-014,,complete,complete,public,2026-09-22T14:00:00+02:00,active
ZW-SMP-2026-022,CE-2026-022,ZW-SRC-001,Eastern Highlands,Manicaland,Chimanimani,W12,,communal,-19.69,32.93,5000,1,1310,bark,,Inhlaba,nd,Aloe arborescens,herbarium_confirmed,HERB-ZW-2026-0022,2026-09-23,wet,6.2,24.5,15.0,50,COL-003,silica_gel,25,MOBILE-LEC-01,COC-2026-0022,ZW-TK-2026-022,FPIC-ZW-2026-C022,NBA-ZW-2026-014,,complete,complete,public,2026-09-23T14:00:00+02:00,active
ZW-SMP-2026-023,CE-2026-023,ZW-SRC-001,Eastern Highlands,Manicaland,Nyanga,W04,,communal,-19.69,32.93,5000,1,1315,plant_tissue,,Muuyu,sn,Adansonia digitata,herbarium_confirmed,HERB-ZW-2026-0023,2026-09-24,dry,6.2,24.5,15.0,50,COL-003,silica_gel,25,MOBILE-LEC-01,COC-2026-0023,ZW-TK-2026-023,FPIC-ZW-2026-C023,NBA-ZW-2026-014,,complete,complete,public,2026-09-24T14:00:00+02:00,active
ZW-SMP-2026-024,CE-2026-024,ZW-SRC-001,Eastern Highlands,Manicaland,Chimanimani,W12,,communal,-19.68,32.93,5000,1,1320,soil,10,,,,,,2026-09-25,wet,6.2,24.5,15.0,50,COL-003,flash_frozen,25,MOBILE-LEC-01,COC-2026-0024,ZW-TK-2026-024,FPIC-ZW-2026-C024,NBA-ZW-2026-014,,complete,complete,public,2026-09-25T14:00:00+02:00,active
ZW-SMP-2026-025,CE-2026-025,ZW-SRC-001,Eastern Highlands,Manicaland,Nyanga,W04,,communal,-19.68,32.94,5000,1,1325,bark,,Mufufa,sn,Securidaca longipedunculata,herbarium_confirmed,HERB-ZW-2026-0025,2026-09-01,dry,6.2,24.5,15.0,50,COL-003,silica_gel,25,MOBILE-LEC-01,COC-2026-0025,ZW-TK-2026-025,FPIC-ZW-2026-C025,NBA-ZW-2026-014,,complete,complete,public,2026-09-01T14:00:00+02:00,active
ZW-SMP-2026-026,CE-2026-026,ZW-SRC-001,Eastern Highlands,Manicaland,Chimanimani,W12,,communal,-19.67,32.94,5000,1,1330,plant_tissue,,Umuvuma,nd,Securidaca longipedunculata,herbarium_confirmed,HERB-ZW-2026-0026,2026-09-02,wet,6.2,24.5,15.0,50,COL-003,silica_gel,25,MOBILE-LEC-01,COC-2026-0026,ZW-TK-2026-026,FPIC-ZW-2026-C026,NBA-ZW-2026-014,,complete,complete,public,2026-09-02T14:00:00+02:00,active
ZW-SMP-2026-027,CE-2026-027,ZW-SRC-001,Eastern Highlands,Manicaland,Nyanga,W04,,communal,-19.66,32.94,5000,1,1335,soil,10,,,,,,2026-09-03,dry,6.2,24.5,15.0,50,COL-003,flash_frozen,25,MOBILE-LEC-01,COC-2026-0027,ZW-TK-2026-027,FPIC-ZW-2026-C027,NBA-ZW-2026-014,,complete,complete,public,2026-09-03T14:00:00+02:00,active
ZW-SMP-2026-028,CE-2026-028,ZW-SRC-001,Eastern Highlands,Manicaland,Chimanimani,W12,,communal,-19.66,32.94,5000,1,1340,bark,,Inzinziniba,nd,Lippia javanica,herbarium_confirmed,HERB-ZW-2026-0028,2026-09-04,wet,6.2,24.5,15.0,50,COL-003,silica_gel,25,MOBILE-LEC-01,COC-2026-0028,ZW-TK-2026-028,FPIC-ZW-2026-C028,NBA-ZW-2026-014,,complete,complete,public,2026-09-04T14:00:00+02:00,active
ZW-SMP-2026-029,CE-2026-029,ZW-SRC-001,Eastern Highlands,Manicaland,Nyanga,W04,,communal,-19.66,32.95,5000,1,1345,plant_tissue,,Mufandichimuka,sn,Myrothamnus flabellifolius,herbarium_confirmed,HERB-ZW-2026-0029,2026-09-05,dry,6.2,24.5,15.0,50,COL-003,silica_gel,25,MOBILE-LEC-01,COC-2026-0029,ZW-TK-2026-029,FPIC-ZW-2026-C029,NBA-ZW-2026-014,,complete,complete,public,2026-09-05T14:00:00+02:00,active
ZW-SMP-2026-030,CE-2026-030,ZW-SRC-001,Eastern Highlands,Manicaland,Chimanimani,W12,,communal,-19.65,32.95,5000,1,1350,soil,10,,,,,,2026-09-06,wet,6.2,24.5,15.0,50,COL-003,flash_frozen,25,MOBILE-LEC-01,COC-2026-0030,ZW-TK-2026-030,FPIC-ZW-2026-C030,NBA-ZW-2026-014,,complete,complete,public,2026-09-06T14:00:00+02:00,active
ZW-SMP-2026-031,CE-2026-031,ZW-SRC-001,Eastern Highlands,Manicaland,Nyanga,W04,,communal,-19.64,32.95,5000,1,1355,bark,,Mukute,sn,Syzygium cordatum,herbarium_confirmed,HERB-ZW-2026-0031,2026-09-07,dry,6.2,24.5,15.0,50,COL-003,silica_gel,25,MOBILE-LEC-01,COC-2026-0031,ZW-TK-2026-031,FPIC-ZW-2026-C031,NBA-ZW-2026-014,,complete,complete,public,2026-09-07T14:00:00+02:00,active
ZW-SMP-2026-032,CE-2026-032,ZW-SRC-001,Eastern Highlands,Manicaland,Chimanimani,W12,,communal,-19.64,32.96,5000,1,1360,plant_tissue,,Umnyushwa,nd,Syzygium cordatum,herbarium_confirmed,HERB-ZW-2026-0032,2026-09-08,wet,6.2,24.5,15.0,50,COL-003,silica_gel,25,MOBILE-LEC-01,COC-2026-0032,ZW-TK-2026-032,FPIC-ZW-2026-C032,NBA-ZW-2026-014,,complete,complete,public,2026-09-08T14:00:00+02:00,active
ZW-SMP-2026-033,CE-2026-033,ZW-SRC-001,Eastern Highlands,Manicaland,Nyanga,W04,,communal,-19.64,32.96,5000,1,1365,soil,10,,,,,,2026-09-09,dry,6.2,24.5,15.0,50,COL-003,flash_frozen,25,MOBILE-LEC-01,COC-2026-0033,ZW-TK-2026-033,FPIC-ZW-2026-C033,NBA-ZW-2026-014,,complete,complete,public,2026-09-09T14:00:00+02:00,active
ZW-SMP-2026-034,CE-2026-034,ZW-SRC-001,Eastern Highlands,Manicaland,Chimanimani,W12,,communal,-19.63,32.96,5000,1,1370,bark,,Umthunduluka,nd,Ximenia americana,herbarium_confirmed,HERB-ZW-2026-0034,2026-09-10,wet,6.2,24.5,15.0,50,COL-003,silica_gel,25,MOBILE-LEC-01,COC-2026-0034,ZW-TK-2026-034,FPIC-ZW-2026-C034,NBA-ZW-2026-014,,complete,complete,public,2026-09-10T14:00:00+02:00,active
ZW-SMP-2026-035,CE-2026-035,ZW-SRC-001,Eastern Highlands,Manicaland,Nyanga,W04,,communal,-19.62,32.96,5000,1,1375,plant_tissue,,Mutshikili,sn,Trichilia emetica,herbarium_confirmed,HERB-ZW-2026-0035,2026-09-11,dry,6.2,24.5,15.0,50,COL-003,silica_gel,25,MOBILE-LEC-01,COC-2026-0035,ZW-TK-2026-035,FPIC-ZW-2026-C035,NBA-ZW-2026-014,,complete,complete,public,2026-09-11T14:00:00+02:00,active
ZW-SMP-2026-036,CE-2026-036,ZW-SRC-001,Eastern Highlands,Manicaland,Chimanimani,W12,,communal,-19.62,32.97,5000,1,1380,soil,10,,,,,,2026-09-12,wet,6.2,24.5,15.0,50,COL-003,flash_frozen,25,MOBILE-LEC-01,COC-2026-0036,ZW-TK-2026-036,FPIC-ZW-2026-C036,NBA-ZW-2026-014,,complete,complete,public,2026-09-12T14:00:00+02:00,active
ZW-SMP-2026-037,CE-2026-037,ZW-SRC-001,Eastern Highlands,Manicaland,Nyanga,W04,,communal,-19.62,32.97,5000,1,1385,bark,,Umgonogono,nd,Lannea discolor,herbarium_confirmed,HERB-ZW-2026-0037,2026-09-13,dry,6.2,24.5,15.0,50,COL-003,silica_gel,25,MOBILE-LEC-01,COC-2026-0037,ZW-TK-2026-037,FPIC-ZW-2026-C037,NBA-ZW-2026-014,,complete,complete,public,2026-09-13T14:00:00+02:00,active
ZW-SMP-2026-038,CE-2026-038,ZW-SRC-001,Eastern Highlands,Manicaland,Chimanimani,W12,,communal,-19.61,32.97,5000,1,1390,plant_tissue,,Muchecheni,sn,Ziziphus mucronata,herbarium_confirmed,HERB-ZW-2026-0038,2026-09-14,wet,6.2,24.5,15.0,50,COL-003,silica_gel,25,MOBILE-LEC-01,COC-2026-0038,ZW-TK-2026-038,FPIC-ZW-2026-C038,NBA-ZW-2026-014,,complete,complete,public,2026-09-14T14:00:00+02:00,active
ZW-SMP-2026-039,CE-2026-039,ZW-SRC-001,Eastern Highlands,Manicaland,Nyanga,W04,,communal,-19.61,32.98,5000,1,1395,soil,10,,,,,,2026-09-15,dry,6.2,24.5,15.0,50,COL-003,flash_frozen,25,MOBILE-LEC-01,COC-2026-0039,ZW-TK-2026-039,FPIC-ZW-2026-C039,NBA-ZW-2026-014,,complete,complete,public,2026-09-15T14:00:00+02:00,active
ZW-SMP-2026-040,CE-2026-040,ZW-SRC-001,Eastern Highlands,Manicaland,Chimanimani,W12,,communal,-19.6,32.98,5000,1,1400,bark,,Munhundu,sn,Flacourtia indica,herbarium_confirmed,HERB-ZW-2026-0040,2026-09-16,wet,6.2,24.5,15.0,50,COL-003,silica_gel,25,MOBILE-LEC-01,COC-2026-0040,ZW-TK-2026-040,FPIC-ZW-2026-C040,NBA-ZW-2026-014,,complete,complete,public,2026-09-16T14:00:00+02:00,active
ZW-SMP-2026-041,CE-2026-041,ZW-SRC-001,Eastern Highlands,Manicaland,Nyanga,W04,,communal,-19.6,32.98,5000,1,1405,plant_tissue,,Munzviru,sn,Vangueria infausta,herbarium_confirmed,HERB-ZW-2026-0041,2026-09-17,dry,6.2,24.5,15.0,50,COL-003,silica_gel,25,MOBILE-LEC-01,COC-2026-0041,ZW-TK-2026-041,FPIC-ZW-2026-C041,NBA-ZW-2026-014,,complete,complete,public,2026-09-17T14:00:00+02:00,active
ZW-SMP-2026-042,CE-2026-042,ZW-SRC-001,Eastern Highlands,Manicaland,Chimanimani,W12,,communal,-19.59,32.99,5000,1,1410,soil,10,,,,,,2026-09-18,wet,6.2,24.5,15.0,50,COL-003,flash_frozen,25,MOBILE-LEC-01,COC-2026-0042,ZW-TK-2026-042,FPIC-ZW-2026-C042,NBA-ZW-2026-014,,complete,complete,public,2026-09-18T14:00:00+02:00,active
ZW-SMP-2026-043,CE-2026-043,ZW-SRC-001,Eastern Highlands,Manicaland,Nyanga,W04,,communal,-19.59,32.99,5000,1,1415,bark,,Mupambangoma,sn,Vernonia amygdalina,herbarium_confirmed,HERB-ZW-2026-0043,2026-09-19,dry,6.2,24.5,15.0,50,COL-003,silica_gel,25,MOBILE-LEC-01,COC-2026-0043,ZW-TK-2026-043,FPIC-ZW-2026-C043,NBA-ZW-2026-014,,complete,complete,public,2026-09-19T14:00:00+02:00,active
ZW-SMP-2026-044,CE-2026-044,ZW-SRC-001,Eastern Highlands,Manicaland,Chimanimani,W12,,communal,-19.58,32.99,5000,1,1420,plant_tissue,,Umgonondo,nd,Terminalia phanerophlebia,herbarium_confirmed,HERB-ZW-2026-0044,2026-09-20,wet,6.2,24.5,15.0,50,COL-003,silica_gel,25,MOBILE-LEC-01,COC-2026-0044,ZW-TK-2026-044,FPIC-ZW-2026-C044,NBA-ZW-2026-014,,complete,complete,public,2026-09-20T14:00:00+02:00,active
ZW-SMP-2026-045,CE-2026-045,ZW-SRC-001,Eastern Highlands,Manicaland,Nyanga,W04,,communal,-19.57,32.99,5000,1,1425,soil,10,,,,,,2026-09-21,dry,6.2,24.5,15.0,50,COL-003,flash_frozen,25,MOBILE-LEC-01,COC-2026-0045,ZW-TK-2026-045,FPIC-ZW-2026-C045,NBA-ZW-2026-014,,complete,complete,public,2026-09-21T14:00:00+02:00,active
ZW-SMP-2026-046,CE-2026-046,ZW-SRC-002,Mazowe,Masvingo,Chiredzi,W08,,communal,-21.23,31.85,5000,1,1430,bark,,Mugaranhjanja,sn,Gymnosporia senegalensis,herbarium_confirmed,HERB-ZW-2026-0046,2026-10-22,wet,6.2,24.5,15.0,50,COL-003,silica_gel,25,MOBILE-LEC-01,COC-2026-0046,ZW-TK-2026-046,FPIC-ZW-2026-C046,NBA-ZW-2026-014,,complete,complete,public,2026-10-22T14:00:00+02:00,active
ZW-SMP-2026-047,CE-2026-047,ZW-SRC-002,Mazowe,Masvingo,Chiredzi,W08,,communal,-21.24,31.86,5000,1,1435,plant_tissue,,Umthathi,nd,Ptaeroxylon obliquum,herbarium_confirmed,HERB-ZW-2026-0047,2026-10-23,dry,6.2,24.5,15.0,50,COL-003,silica_gel,25,MOBILE-LEC-01,COC-2026-0047,ZW-TK-2026-047,FPIC-ZW-2026-C047,NBA-ZW-2026-014,,complete,complete,public,2026-10-23T14:00:00+02:00,active
ZW-SMP-2026-048,CE-2026-048,ZW-SRC-002,Mazowe,Masvingo,Chiredzi,W08,,communal,-21.24,31.86,5000,1,1440,soil,10,,,,,,2026-10-24,wet,6.2,24.5,15.0,50,COL-003,flash_frozen,25,MOBILE-LEC-01,COC-2026-0048,ZW-TK-2026-048,FPIC-ZW-2026-C048,NBA-ZW-2026-014,,complete,complete,public,2026-10-24T14:00:00+02:00,active
ZW-SMP-2026-049,CE-2026-049,ZW-SRC-002,Mazowe,Masvingo,Chiredzi,W08,,communal,-21.25,31.87,5000,1,1445,bark,,Umsimbithi,nd,Milletia grandis,herbarium_confirmed,HERB-ZW-2026-0049,2026-10-25,dry,6.2,24.5,15.0,50,COL-003,silica_gel,25,MOBILE-LEC-01,COC-2026-0049,ZW-TK-2026-049,FPIC-ZW-2026-C049,NBA-ZW-2026-014,,complete,complete,public,2026-10-25T14:00:00+02:00,active
ZW-SMP-2026-050,CE-2026-050,ZW-SRC-002,Mazowe,Masvingo,Chiredzi,W08,,communal,-21.25,31.87,5000,1,1450,plant_tissue,,Mundari,sn,Gardenia volkensii,herbarium_confirmed,HERB-ZW-2026-0050,2026-10-01,wet,6.2,24.5,15.0,50,COL-003,silica_gel,25,MOBILE-LEC-01,COC-2026-0050,ZW-TK-2026-050,FPIC-ZW-2026-C050,NBA-ZW-2026-014,,complete,complete,public,2026-10-01T14:00:00+02:00,active
ZW-SMP-2026-051,CE-2026-051,ZW-SRC-002,Mazowe,Masvingo,Chiredzi,W08,,communal,-21.25,31.87,5000,1,1455,soil,10,,,,,,2026-10-02,dry,6.2,24.5,15.0,50,COL-003,flash_frozen,25,MOBILE-LEC-01,COC-2026-0051,ZW-TK-2026-001,FPIC-ZW-2026-C001,NBA-ZW-2026-014,,complete,complete,public,2026-10-02T14:00:00+02:00,active
ZW-SMP-2026-052,CE-2026-052,ZW-SRC-002,Mazowe,Masvingo,Chiredzi,W08,,communal,-21.26,31.88,5000,1,1460,bark,,Isiphepheto,nd,Siphonochilus aethiopicus,herbarium_confirmed,HERB-ZW-2026-0052,2026-10-03,wet,6.2,24.5,15.0,50,COL-003,silica_gel,25,MOBILE-LEC-01,COC-2026-0052,ZW-TK-2026-002,FPIC-ZW-2026-C002,NBA-ZW-2026-014,,complete,complete,public,2026-10-03T14:00:00+02:00,active
ZW-SMP-2026-053,CE-2026-053,ZW-SRC-002,Mazowe,Masvingo,Chiredzi,W08,,communal,-21.26,31.88,5000,1,1465,plant_tissue,,Tsangamidzi Yemukati,sn,Zingiber officinale,herbarium_confirmed,HERB-ZW-2026-0053,2026-10-04,dry,6.2,24.5,15.0,50,COL-003,silica_gel,25,MOBILE-LEC-01,COC-2026-0053,ZW-TK-2026-003,FPIC-ZW-2026-C003,NBA-ZW-2026-014,,complete,complete,public,2026-10-04T14:00:00+02:00,active
ZW-SMP-2026-054,CE-2026-054,ZW-SRC-002,Mazowe,Masvingo,Chiredzi,W08,,communal,-21.27,31.89,5000,1,1470,soil,10,,,,,,2026-10-05,wet,6.2,24.5,15.0,50,COL-003,flash_frozen,25,MOBILE-LEC-01,COC-2026-0054,ZW-TK-2026-004,FPIC-ZW-2026-C004,NBA-ZW-2026-014,,complete,complete,public,2026-10-05T14:00:00+02:00,active
ZW-SMP-2026-055,CE-2026-055,ZW-SRC-002,Mazowe,Masvingo,Chiredzi,W08,,communal,-21.27,31.89,5000,1,1475,bark,,Isibhaha,nd,Warburgia salutaris,herbarium_confirmed,HERB-ZW-2026-0055,2026-10-06,dry,6.2,24.5,15.0,50,COL-003,silica_gel,25,MOBILE-LEC-01,COC-2026-0055,ZW-TK-2026-005,FPIC-ZW-2026-C005,NBA-ZW-2026-014,,complete,complete,public,2026-10-06T14:00:00+02:00,active
ZW-SMP-2026-056,CE-2026-056,ZW-SRC-002,Mazowe,Masvingo,Chiredzi,W08,,communal,-21.27,31.89,5000,1,1480,plant_tissue,,Mubvamaropa,sn,Pterocarpus angolensis,herbarium_confirmed,HERB-ZW-2026-0056,2026-10-07,wet,6.2,24.5,15.0,50,COL-003,silica_gel,25,MOBILE-LEC-01,COC-2026-0056,ZW-TK-2026-006,FPIC-ZW-2026-C006,NBA-ZW-2026-014,,complete,complete,public,2026-10-07T14:00:00+02:00,redacted
