sample_id,collection_event_id,source_id,ecozone,province,district,ward,locality_description,land_tenure,gps_latitude,gps_longitude,gps_precision_m,location_masked,altitude_m,sample_type,collection_depth_cm,local_name,local_name_language,scientific_name,taxon_confidence,voucher_specimen_ref,collection_date,season,soil_ph,temperature_celsius,rainfall_prior_30d_mm,canopy_cover_pct,collector_id,preservation_method,minutes_to_preservation,processing_lab,chain_of_custody_ref,heritage_use_ref,consent_reference,nba_permit_ref,access_permit_ref,sequencing_status,lc_ms_status,data_sensitivity,created_at,record_status
ZW-SMP-2026-056,CE-2026-056,ZW-SRC-002,Mazowe,Masvingo,Chiredzi,W08,,communal,-21.27,31.89,5000,1,1480,plant_tissue,,Mubvamaropa,sn,Pterocarpus angolensis,herbarium_confirmed,HERB-ZW-2026-0056,2026-10-07,wet,6.2,24.5,15.0,50,COL-003,silica_gel,25,MOBILE-LEC-01,COC-2026-0056,ZW-TK-2026-006,FPIC-ZW-2026-C006,NBA-ZW-2026-014,,complete,complete,public,2026-10-07T14:00:00+02:00,redacted
ZW-SMP-2026-057,CE-2026-057,ZW-SRC-002,Mazowe,Masvingo,Chiredzi,W08,,communal,-21.28,31.9,5000,1,1485,soil,10,,,,,,2026-10-08,dry,6.2,24.5,15.0,50,COL-003,flash_frozen,25,MOBILE-LEC-01,COC-2026-0057,ZW-TK-2026-007,FPIC-ZW-2026-C007,NBA-ZW-2026-014,,complete,complete,public,2026-10-08T14:00:00+02:00,active
ZW-SMP-2026-058,CE-2026-058,ZW-SRC-002,Mazowe,Masvingo,Chiredzi,W08,,communal,-21.28,31.9,5000,1,1490,bark,,Inkazana Yemanzini,nd,Eichhornia crassipes,herbarium_confirmed,HERB-ZW-2026-0058,2026-10-09,wet,6.2,24.5,15.0,50,COL-003,silica_gel,25,MOBILE-LEC-01,COC-2026-0058,ZW-TK-2026-008,FPIC-ZW-2026-C008,NBA-ZW-2026-014,,complete,complete,public,2026-10-09T14:00:00+02:00,active
ZW-SMP-2026-059,CE-2026-059,ZW-SRC-002,Mazowe,Masvingo,Chiredzi,W08,,communal,-21.29,31.91,5000,1,1495,plant_tissue,,Mukamba,sn,Afzelia quanzensis,herbarium_confirmed,HERB-ZW-2026-0059,2026-10-10,dry,6.2,24.5,15.0,50,COL-003,silica_gel,25,MOBILE-LEC-01,COC-2026-0059,ZW-TK-2026-009,FPIC-ZW-2026-C009,NBA-ZW-2026-014,,complete,complete,public,2026-10-10T14:00:00+02:00,active
ZW-SMP-2026-060,CE-2026-060,ZW-SRC-002,Mazowe,Masvingo,Chiredzi,W08,,communal,-21.29,31.91,5000,1,1500,soil,10,,,,,,2026-10-11,wet,6.2,24.5,15.0,50,COL-003,flash_frozen,25,MOBILE-LEC-01,COC-2026-0060,ZW-TK-2026-010,FPIC-ZW-2026-C010,NBA-ZW-2026-014,,complete,complete,public,2026-10-11T14:00:00+02:00,active
ZW-SMP-2026-061,CE-2026-061,ZW-SRC-002,Mazowe,Masvingo,Chiredzi,W08,,communal,-21.29,31.91,5000,1,1505,bark,,Umsehla,nd,Peltophorum africanum,herbarium_confirmed,HERB-ZW-2026-0061,2026-10-12,dry,6.2,24.5,15.0,50,COL-003,silica_gel,25,MOBILE-LEC-01,COC-2026-0061,ZW-TK-2026-011,FPIC-ZW-2026-C011,NBA-ZW-2026-014,,complete,complete,public,2026-10-12T14:00:00+02:00,active
ZW-SMP-2026-062,CE-2026-062,ZW-SRC-002,Mazowe,Masvingo,Chiredzi,W08,,communal,-21.3,31.92,5000,1,1510,plant_tissue,,Munhondo,sn,Julbernardia globiflora,herbarium_confirmed,HERB-ZW-2026-0062,2026-10-13,wet,6.2,24.5,15.0,50,COL-003,silica_gel,25,MOBILE-LEC-01,COC-2026-0062,ZW-TK-2026-012,FPIC-ZW-2026-C012,NBA-ZW-2026-014,,complete,complete,public,2026-10-13T14:00:00+02:00,active
ZW-SMP-2026-063,CE-2026-063,ZW-SRC-002,Mazowe,Masvingo,Chiredzi,W08,,communal,-21.3,31.92,5000,1,1515,soil,10,,,,,,2026-10-14,dry,6.2,24.5,15.0,50,COL-003,flash_frozen,25,MOBILE-LEC-01,COC-2026-0063,ZW-TK-2026-013,FPIC-ZW-2026-C013,NBA-ZW-2026-014,,complete,complete,public,2026-10-14T14:00:00+02:00,active
ZW-SMP-2026-064,CE-2026-064,ZW-SRC-002,Mazowe,Masvingo,Chiredzi,W08,,communal,-21.31,31.93,5000,1,1520,bark,,Umtshwili,nd,Tarchonanthus camphoratus,herbarium_confirmed,HERB-ZW-2026-0064,2026-10-15,wet,6.2,24.5,15.0,50,COL-003,silica_gel,25,MOBILE-LEC-01,COC-2026-0064,ZW-TK-2026-014,FPIC-ZW-2026-C014,NBA-ZW-2026-014,,complete,complete,public,2026-10-15T14:00:00+02:00,active
ZW-SMP-2026-065,CE-2026-065,ZW-SRC-002,Mazowe,Masvingo,Chiredzi,W08,,communal,-21.31,31.93,5000,1,1525,plant_tissue,,Umkhwenkwe,nd,Pittosporum viridiflorum,herbarium_confirmed,HERB-ZW-2026-0065,2026-10-16,dry,6.2,24.5,15.0,50,COL-003,silica_gel,25,MOBILE-LEC-01,COC-2026-0065,ZW-TK-2026-015,FPIC-ZW-2026-C015,NBA-ZW-2026-014,,complete,complete,public,2026-10-16T14:00:00+02:00,active
ZW-SMP-2026-066,CE-2026-066,ZW-SRC-002,Mazowe,Masvingo,Chiredzi,W08,,communal,-21.31,31.93,5000,1,1530,soil,10,,,,,,2026-10-17,wet,6.2,24.5,15.0,50,COL-003,flash_frozen,25,MOBILE-LEC-01,COC-2026-0066,ZW-TK-2026-016,FPIC-ZW-2026-C016,NBA-ZW-2026-014,,complete,complete,public,2026-10-17T14:00:00+02:00,active
ZW-SMP-2026-067,CE-2026-067,ZW-SRC-002,Mazowe,Masvingo,Chiredzi,W08,,communal,-21.32,31.94,5000,1,1535,bark,,Mupfuti,sn,Brachystegia boehmii,herbarium_confirmed,HERB-ZW-2026-0067,2026-10-18,dry,6.2,24.5,15.0,50,COL-003,silica_gel,25,MOBILE-LEC-01,COC-2026-0067,ZW-TK-2026-017,FPIC-ZW-2026-C017,NBA-ZW-2026-014,,complete,complete,public,2026-10-18T14:00:00+02:00,active
ZW-SMP-2026-068,CE-2026-068,ZW-SRC-002,Mazowe,Masvingo,Chiredzi,W08,,communal,-21.32,31.94,5000,1,1540,plant_tissue,,Mubvumira,sn,Kirkia acuminata,herbarium_confirmed,HERB-ZW-2026-0068,2026-10-19,wet,6.2,24.5,15.0,50,COL-003,silica_gel,25,MOBILE-LEC-01,COC-2026-0068,ZW-TK-2026-018,FPIC-ZW-2026-C018,NBA-ZW-2026-014,,complete,complete,public,2026-10-19T14:00:00+02:00,active
ZW-SMP-2026-069,CE-2026-069,ZW-SRC-002,Mazowe,Masvingo,Chiredzi,W08,,communal,-21.33,31.95,5000,1,1545,soil,10,,,,,,2026-10-20,dry,6.2,24.5,15.0,50,COL-003,flash_frozen,25,MOBILE-LEC-01,COC-2026-0069,ZW-TK-2026-019,FPIC-ZW-2026-C019,NBA-ZW-2026-014,,complete,complete,public,2026-10-20T14:00:00+02:00,active
ZW-SMP-2026-070,CE-2026-070,ZW-SRC-002,Mazowe,Masvingo,Chiredzi,W08,,communal,-21.33,31.95,5000,1,1550,bark,,Musasa,sn,Brachystegia spiciformis,herbarium_confirmed,HERB-ZW-2026-0070,2026-10-21,wet,6.2,24.5,15.0,50,COL-003,silica_gel,25,MOBILE-LEC-01,COC-2026-0070,ZW-TK-2026-020,FPIC-ZW-2026-C020,NBA-ZW-2026-014,,complete,complete,public,2026-10-21T14:00:00+02:00,active
ZW-SMP-2026-071,CE-2026-071,ZW-SRC-002,Mazowe,Masvingo,Chiredzi,W08,,communal,-21.33,31.95,5000,1,1555,plant_tissue,,Gavakava,sn,Aloe excelsa,herbarium_confirmed,HERB-ZW-2026-0071,2026-10-22,dry,6.2,24.5,15.0,50,COL-003,silica_gel,25,MOBILE-LEC-01,COC-2026-0071,ZW-TK-2026-021,FPIC-ZW-2026-C021,NBA-ZW-2026-014,,complete,complete,public,2026-10-22T14:00:00+02:00,active
ZW-SMP-2026-072,CE-2026-072,ZW-SRC-002,Mazowe,Masvingo,Chiredzi,W08,,communal,-21.34,31.96,5000,1,1560,soil,10,,,,,,2026-10-23,wet,6.2,24.5,15.0,50,COL-003,flash_frozen,25,MOBILE-LEC-01,COC-2026-0072,ZW-TK-2026-022,FPIC-ZW-2026-C022,NBA-ZW-2026-014,,complete,complete,public,2026-10-23T14:00:00+02:00,active
ZW-SMP-2026-073,CE-2026-073,ZW-SRC-002,Mazowe,Masvingo,Chiredzi,W08,,communal,-21.34,31.96,5000,1,1565,bark,,Muuyu,sn,Adansonia digitata,herbarium_confirmed,HERB-ZW-2026-0073,2026-10-24,dry,6.2,24.5,15.0,50,COL-003,silica_gel,25,MOBILE-LEC-01,COC-2026-0073,ZW-TK-2026-023,FPIC-ZW-2026-C023,NBA-ZW-2026-014,,complete,complete,public,2026-10-24T14:00:00+02:00,active
ZW-SMP-2026-074,CE-2026-074,ZW-SRC-002,Mazowe,Masvingo,Chiredzi,W08,,communal,-21.35,31.97,5000,1,1570,plant_tissue,,Umkhomo,nd,Adansonia digitata,herbarium_confirmed,HERB-ZW-2026-0074,2026-10-25,wet,6.2,24.5,15.0,50,COL-003,silica_gel,25,MOBILE-LEC-01,COC-2026-0074,ZW-TK-2026-024,FPIC-ZW-2026-C024,NBA-ZW-2026-014,,complete,complete,public,2026-10-25T14:00:00+02:00,active
ZW-SMP-2026-075,CE-2026-075,ZW-SRC-002,Mazowe,Masvingo,Chiredzi,W08,,communal,-21.35,31.97,5000,1,1575,soil,10,,,,,,2026-10-01,dry,6.2,24.5,15.0,50,COL-003,flash_frozen,25,MOBILE-LEC-01,COC-2026-0075,ZW-TK-2026-025,FPIC-ZW-2026-C025,NBA-ZW-2026-014,,complete,complete,public,2026-10-01T14:00:00+02:00,active
ZW-SMP-2026-076,CE-2026-076,ZW-SRC-002,Mazowe,Masvingo,Chiredzi,W08,,communal,-21.35,31.97,5000,1,1580,bark,,Umuvuma,nd,Securidaca longipedunculata,herbarium_confirmed,HERB-ZW-2026-0076,2026-10-02,wet,6.2,24.5,15.0,50,COL-003,silica_gel,25,MOBILE-LEC-01,COC-2026-0076,ZW-TK-2026-026,FPIC-ZW-2026-C026,NBA-ZW-2026-014,,complete,complete,public,2026-10-02T14:00:00+02:00,active
ZW-SMP-2026-077,CE-2026-077,ZW-SRC-002,Mazowe,Masvingo,Chiredzi,W08,,communal,-21.36,31.98,5000,1,1585,plant_tissue,,Zumbani,sn,Lippia javanica,herbarium_confirmed,HERB-ZW-2026-0077,2026-10-03,dry,6.2,24.5,15.0,50,COL-003,silica_gel,25,MOBILE-LEC-01,COC-2026-0077,ZW-TK-2026-027,FPIC-ZW-2026-C027,NBA-ZW-2026-014,,complete,complete,public,2026-10-03T14:00:00+02:00,active
ZW-SMP-2026-078,CE-2026-078,ZW-SRC-002,Mazowe,Masvingo,Chiredzi,W08,,communal,-21.36,31.98,5000,1,1590,soil,10,,,,,,2026-10-04,wet,6.2,24.5,15.0,50,COL-003,flash_frozen,25,MOBILE-LEC-01,COC-2026-0078,ZW-TK-2026-028,FPIC-ZW-2026-C028,NBA-ZW-2026-014,,complete,complete,public,2026-10-04T14:00:00+02:00,active
ZW-SMP-2026-079,CE-2026-079,ZW-SRC-002,Mazowe,Masvingo,Chiredzi,W08,,communal,-21.37,31.99,5000,1,1595,bark,,Mufandichimuka,sn,Myrothamnus flabellifolius,herbarium_confirmed,HERB-ZW-2026-0079,2026-10-05,dry,6.2,24.5,15.0,50,COL-003,silica_gel,25,MOBILE-LEC-01,COC-2026-0079,ZW-TK-2026-029,FPIC-ZW-2026-C029,NBA-ZW-2026-014,,complete,complete,public,2026-10-05T14:00:00+02:00,active
ZW-SMP-2026-080,CE-2026-080,ZW-SRC-002,Mazowe,Masvingo,Chiredzi,W08,,communal,-21.37,31.99,5000,1,1600,plant_tissue,,Mumveve,sn,Kigelia africana,herbarium_confirmed,HERB-ZW-2026-0080,2026-10-06,wet,6.2,24.5,15.0,50,COL-003,silica_gel,25,MOBILE-LEC-01,COC-2026-0080,ZW-TK-2026-030,FPIC-ZW-2026-C030,NBA-ZW-2026-014,,complete,complete,public,2026-10-06T14:00:00+02:00,active
